ID,_Name,_PosX,_PosY,_Rect_Width,_Rect_Height,_Map_Image,_Map_Width,_Map_Height,_Description,_Icon,_Icon_Index,_Map_Info1,_Map_Info2,_Map_Info3,_Map_Info4,_Map_Info5,_Land
200,貝爾法圖書館,527,680,30,30,freios_200.png,1024,650,是供奉知識之神雷塔的神殿，也是圖書館。,10002000,143,天空海,[副本] 魔法書閱覽室,[副本] 未知的圖書館,,,2
201,秘密書庫(組隊副本),0,0,0,0,,0,0,神秘藏書的沉睡之地。,0,144,,,,,,2
202,偽造數據1,0,0,0,0,,0,0,,0,0,,,,,,1
203,彩虹釣魚場,0,0,0,0,Jiendia_203.png,1024,650,,10002000,151,貝羅斯都市,,,,,1
204,老虎寺1,0,0,0,0,,0,0,,0,0,,,,,,1
205,偽造數據2,0,0,0,0,,0,0,,0,0,,,,,,1
206,老虎寺2,737,418,30,30,Jiendia_206.png,1024,650,以老虎拳聞名的龍京巨大寺廟。,10002000,145,時空連結,,,,,1
207,往上爬,0,0,0,0,,0,0,,0,0,,,,,,1
208,利利樂,438,346,30,30,freios_208.png,1024,650,佔據利利樂絕大部分土地，永續在星空夜下展開的平原。,10002000,146,聯合公會,銀光住宅,[副本] 星座峭壁,,,2
209,星座峭壁,0,0,0,0,,0,0,,0,0,,,,,,2
210,銀光住宅,333,287,30,30,freios_210.png,1024,1024,守護利利樂的神秘小矮人們所居住的住宅。,10002000,148,星光平原,[副本] 星星搖籃,,,,2
211,星星搖籃,0,0,0,0,,0,0,,0,0,,,,,,2
212,限時闖關 星星搖籃,0,0,0,0,,0,0,,0,0,,,,,,2
213,船長喬尼的房間,0,0,0,0,,0,0,,0,0,,,,,,0
214,恐怖村莊 入口,0,0,0,0,,0,0,,0,0,,,,,,0
215,恐怖村莊 入口,236,818,30,30,Jiendia_215.png,1024,650,杳無人跡，充滿鬼怪的恐怖村莊。,10002000,93,癩蛤蟆村落,,,,,0
216,劇情 花之少女,0,0,0,0,,0,0,,0,0,,,,,,0
217,,0,0,0,0,,0,0,,0,0,,,,,,0
218,克杜卡的巫女,0,0,0,0,,0,0,,0,0,,,,,,0
219,決戰貓頭鷹城,0,0,0,0,,0,0,,0,0,,,,,,0
220,,0,0,0,0,,0,0,,0,0,,,,,,0
221,怪物塔,0,0,0,0,,0,0,,0,0,,,,,,0
222,怪物塔,0,0,0,0,,0,0,,0,0,,,,,,0
223,怪物塔,0,0,0,0,,0,0,,0,0,,,,,,0
224,怪物塔,0,0,0,0,,0,0,,0,0,,,,,,0
225,怪物塔,0,0,0,0,,0,0,,0,0,,,,,,0
226,怪物塔,0,0,0,0,,0,0,,0,0,,,,,,0
227,怪物塔,0,0,0,0,,0,0,,0,0,,,,,,0
228,悲鳴海岸,286,558,30,30,freios_228.png,1024,650,聯合公會所在的艾爾亞諾勒外圍周邊環繞的山嶽地帶。,10002000,154,聯合公會,崩壞之塔,[副本] 崩壞之塔地下,,,2
229,悲鳴海岸地下,0,0,0,0,,0,0,,0,0,,,,,,2
230,崩壞之塔,276,626,30,30,freios_230.png,1024,1024,位在悲鳴海岸的高塔。,10002000,153,悲鳴海岸,華納海姆,,,,2
231,陰森村莊(副本),157,800,30,30,Jiendia_231.png,1024,650,充滿了鬼怪之中尤其恐怖的鬼村莊。,10002000,157,癩蛤蟆村落,,,,,0
232,GM活動地圖,0,0,0,0,,0,0,,0,0,,,,,,0
233,日落平原,414,648,30,30,freios_233.png,1024,650,,10002000,156,被遺忘的平原,,,,,2
234,天空號,0,0,0,0,,0,0,,0,0,,,,,,0
235,市中心,0,0,0,0,freios_235.png,1024,650,,0,0,,,,,,0
236,奧勒蓋米爾研究所,0,0,0,0,,0,0,,0,0,,,,,,0
237,神奇街道,0,0,0,0,,0,0,,0,0,,,,,,0
238,漂流都市,0,0,0,0,,0,0,,0,0,,,,,,2
239,漂流都市+C371,0,0,0,0,,0,0,,0,0,,,,,,2
240,漂流都市,191,235,30,30,freios_240.png,1024,650,數十年前突然出現在天空海上空的謎樣都市遺跡，看似擁有高度的科學文明發展，但它的由來始終是個謎。,10002000,162,[副本] 伊米勒研究所,聯合公會,,,,2
241,MG 墜落地,0,0,0,0,,0,0,,0,0,,,,,,0
242,高速公路00,0,0,0,0,,0,0,,0,0,,,,,,0
243,廢棄高樓,0,0,0,0,,0,0,,0,0,,,,,,0
244,高速公路01,0,0,0,0,,0,0,,0,0,,,,,,0
245,高速公路02,0,0,0,0,,0,0,,0,0,,,,,,0
246,高速公路03,0,0,0,0,,0,0,,0,0,,,,,,0
247,廢棄高樓,0,0,0,0,,0,0,,0,0,,,,,,0
248,廢棄高樓,0,0,0,0,,0,0,,0,0,,,,,,0
249,廢棄高樓,0,0,0,0,,0,0,,0,0,,,,,,0
250,廢棄高樓,0,0,0,0,,0,0,,0,0,,,,,,0
251,廢棄高樓,0,0,0,0,,0,0,,0,0,,,,,,0
252,伊米勒研究所,0,0,0,0,,0,0,,0,0,,,,,,0
253,聖誕節活動,0,0,0,0,,0,0,,0,0,,,,,,0
254,深夜餐廳,0,0,0,0,,0,0,,0,0,,,,,,0
255,大亂鬥,0,0,0,0,,0,0,,0,0,,,,,,0
256,白色教堂後巷,0,0,0,0,Jiendia_256.png,1024,650,,10002000,169,麵包大街,,,,,1
257,限時闖關精靈樹,0,0,0,0,,0,0,,0,0,,,,,,0
258,限時闖關金蘭雲系,0,0,0,0,,0,0,,0,0,,,,,,0
259,武術大賽會場,0,0,0,0,,0,0,,0,0,,,,,,0
260,PVP,0,0,0,0,,0,0,,0,0,,,,,,0
261,PVP,0,0,0,0,,0,0,,0,0,,,,,,0
262,PVP,0,0,0,0,,0,0,,0,0,,,,,,0
263,兒童節慶典,0,0,0,0,,0,0,,0,0,,,,,,0
264,母親節旅程,0,0,0,0,,0,0,,0,0,,,,,,0
265,星星好康房間,0,0,0,0,,0,0,,0,0,,,,,,0
266,華納海姆,255,702,30,30,freios_266.png,1024,650,是個漂浮於崩壞之塔上空的島嶼，並受到魔法漩渦的保護。至於那裡面有甚麼呢?可能只有進去過的人才知道了。,10002000,174,崩壞之塔,[副本] 花之路,[副本] 夢之路,[副本] 月之路,收復軍臨時營地,2
267,哥德式博物館,0,0,0,0,,0,0,,0,0,,,,,,2
268,哥德式博物館外圍地帶,0,0,0,0,,0,0,,0,0,,,,,,2
269,哥德式博物館 2樓,0,0,0,0,,0,0,,0,0,,,,,,2
270,哥德式博物館 3樓,0,0,0,0,,0,0,,0,0,,,,,,2
271,,0,0,0,0,,0,0,,0,0,,,,,,0
272,,0,0,0,0,,0,0,,0,0,,,,,,0
273,,0,0,0,0,,0,0,,0,0,,,,,,0
274,,0,0,0,0,,0,0,,0,0,,,,,,0
275,,0,0,0,0,,0,0,,0,0,,,,,,0
276,,0,0,0,0,,0,0,,0,0,,,,,,0
277,,0,0,0,0,,0,0,,0,0,,,,,,0
278,,0,0,0,0,,0,0,,0,0,,,,,,0
279,,0,0,0,0,,0,0,,0,0,,,,,,0
280,,0,0,0,0,,0,0,,0,0,,,,,,0
281,時空間的世界,318,454,30,30,freios_281.png,1024,650,"因為薩伊安, 產生了連接無限迴廊與異世界的傳送門。就像是顛倒重疊般產生的多重世界，據說是可以處理危機的空間。",10002000,112,聯合公會,世界樹的幻影,,,,2
282,世界樹的幻影,184,498,30,30,freios_282.png,1024,650,"觀察世界樹後做出來的假想空間，好像是將華納海姆的強大黑暗之力轉換成魔力後使用的，還聽說是聚集了艾利亞斯, 無限迴廊, 帝國, 聯合公會, 阿爾普海因, 東方帝國等各種勢力的魔法師後製造出來的。這些各式各樣的魔法師的力量就像是管弦樂團一樣，而薩伊安就是指揮，利用這些力量表現出了偉大的魔法。做的好，繼續吧。",10002000,175,異世界,[副本] 世界樹的幻影,,,,2
283,,0,0,0,0,,0,0,,0,0,,,,,,0
284,,0,0,0,0,,0,0,,0,0,,,,,,0
285,,0,0,0,0,,0,0,,0,0,,,,,,0
286,吉恩蒂亞公園,718,685,30,30,jiendia_286.png,1024,650,"充滿秘密的遊樂園, 這神秘公園的秘密在最近被人發現了，因此有許多的冒險家們為了一探究竟而找上前來。",10002000,180,米德卡勒特,[副本] 白色平原,[副本] 倉庫地帶,[副本] 火山地帶,[副本] 冒險家的殿堂,1
287,無樹平原,657,652,30,30,jiendia_287.png,1024,650,潮濕、悶熱、又有許多經驗值的地方…嗯?,10002000,181,吉恩蒂亞公園,,,,,1
288,,0,0,0,0,,0,0,,0,0,,,,,,0
289,,0,0,0,0,,0,0,,0,0,,,,,,0
290,,0,0,0,0,,0,0,,0,0,,,,,,0
291,植物園,799,717,30,30,jiendia_291.png,1024,650,於神秘公園內發現的這植物園，似乎一直以來都有人細心整理與照顧，才能保存至今，並擁有如此驚人的完好狀態。,10002000,183,吉恩蒂亞公園,,,,,1
292,,0,0,0,0,,0,0,,0,0,,,,,,0
293,,0,0,0,0,,0,0,,0,0,,,,,,0
294,,0,0,0,0,,0,0,,0,0,,,,,,0
295,,0,0,0,0,,0,0,,0,0,,,,,,0
296,,0,0,0,0,,0,0,,0,0,,,,,,0
297,,0,0,0,0,,0,0,,0,0,,,,,,0
298,,0,0,0,0,,0,0,,0,0,,,,,,0
299,,0,0,0,0,,0,0,,0,0,,,,,,0
300,,0,0,0,0,,0,0,,0,0,,,,,,0
301,,0,0,0,0,,0,0,,0,0,,,,,,0
302,,0,0,0,0,,0,0,,0,0,,,,,,0
303,,0,0,0,0,,0,0,,0,0,,,,,,0
304,珊瑚樹林,609,432,30,30,freios_304.png,1024,650,地精靈的樹林。這裡有著溫暖的陽光與涼爽的微風，相互間取得平衡。,10002000,200,聯合公會,歐若拉森林,,,,2
305,青空城大廳,584,755,30,30,freios_305.png,1024,650,延伸至天空的階梯。在末端的那扇門後的祕密究竟是?,10002000,201,奧斯古拉斯,[副本] 青空城,,,,2
306,石英洞窟,801,773,30,30,freios_306.png,1024,650,紫色石英璀璨發光的寶石洞窟,10002000,202,暴風監視者廢墟,特洛里,,,,2
307,暴風監視者廢墟,744,833,30,30,freios_307.png,1024,650,此地被推測過去曾是暴風監視者的據點。現在這個地方大部分皆以破碎倒塌，變得跟廢墟沒甚麼兩樣。,10002000,203,奧斯古拉斯,石英洞窟,,,,2
308,奧斯古拉斯 臨時營區,677,713,54,54,freios_308.png,1024,650,奧斯古拉斯傭兵團復原部分的廢墟地區，並將之視為臨時據點。,10002000,204,神秘森林,彼翠樹林,暴風監視者廢墟,[副本] 青空城,[副本] 戰士們的休息地,2
309,彼翠樹林,669,817,30,30,freios_309.png,1024,650,有著清澈溪谷的流水流動的巨大樹林。被露水反射的太陽光顯得格外清新。,10002000,205,奧斯古拉斯,怪物樹山林,,,,2
310,青空城,0,0,0,0,,0,0,,0,0,,,,,,0
311,古代訓練場,0,0,0,0,,0,0,,0,0,,,,,,0
312,古代訓練場,0,0,0,0,,0,0,,0,0,,,,,,0
313,吉納蒂亞聖地前,0,0,0,0,,0,0,,0,0,,,,,,0
314,吉納蒂亞聖地,0,0,0,0,,0,0,,0,0,,,,,,0
315,奧爾卡的領域1,0,0,0,0,,0,0,,0,0,,,,,,0
316,奧爾卡的領域2,0,0,0,0,,0,0,,0,0,,,,,,0
317,奧爾卡的領域1,0,0,0,0,,0,0,,0,0,,,,,,0
318,奧爾卡的領域2,0,0,0,0,,0,0,,0,0,,,,,,0
319,,0,0,0,0,,0,0,,0,0,,,,,,0
320,時空連結,0,0,0,0,jiendia_320.png,1024,650,,10002000,112,奧利佛都市,鋼鐵都市,老虎寺關口,精靈樹,貝希摩斯肚子,1
321,紅高粱地(深淵),910,357,30,30,jiendia_321.png,1024,650,如象徵著蕭瑟古城的昔日繁榮似的，紅色的水波華麗地盪漾在那寬敞的原野上。,10002000,207,紅高粱地,龍祭城,,,,1
322,龍祭城,827,414,30,30,jiendia_322.png,1024,650,在好久好久以前，這裡曾是那已滅亡的龍京帝國的心臟地帶，也是四百餘年間時間曾暫停的神祕之城。,10002000,208,紅高粱地(深淵),[副本] 月華院,[副本] 龍皇城,,,1
323,月華院(副本),0,0,0,0,,0,0,這花圃被稱為帝國中最美麗的地方。,0,0,,,,,,0
324,龍皇城(副本),0,0,0,0,,0,0,昔日曾統治龍京帝國的皇帝所居住的地方。,0,0,,,,,,0
325,,0,0,0,0,,0,0,,0,0,,,,,,0
326,,0,0,0,0,,0,0,,0,0,,,,,,0
327,,0,0,0,0,,0,0,,0,0,,,,,,0
328,,0,0,0,0,,0,0,,0,0,,,,,,0
329,,0,0,0,0,,0,0,,0,0,,,,,,0
330,,0,0,0,0,,0,0,,0,0,,,,,,0
331,特洛里,854,713,54,54,freios_331.png,1024,650,德魯伊的村莊，是流動著大陸上最純粹的氣息的地方。,10002000,213,石英洞窟,菇菇森林,,,,2
332,隱藏的洞窟,0,0,0,0,,0,0,可疑的洞窟，被發現有著大量怪異的不死之身。,10002000,214,,,,,,0
333,菇菇森林,788,670,30,30,freios_333.png,1024,650,在普雷伊奧斯大陸最美麗又神秘的森林。,10002000,215,特洛里,自由之都立佩拉,[副本] 毀滅之城,[副本] 隱藏的洞窟,,2
334,毀壞之城,0,0,0,0,,0,0,普雷伊奧斯南部大陸的戰敗地，建造在佩奇亞王國裡的軍事要塞。,10002000,216,,,,,,0
335,佈滿青苔的小章魚神殿,554,664,30,30,freios_335.png,1024,650,定居於彩虹島世界的小章魚聖人們的棲身處。,10002000,217,天空海,,,,,1
336,歐若拉森林,682,399,30,30,freios_336.png,1024,650,美麗的花中女王歐若拉與世上最可愛的精靈芙拉莉所居住的森林,10002000,218,珊瑚樹林,[副本] 歐若拉庭院,,,,2
337,歐若拉庭院(副本),0,0,0,0,,0,0,花中女王歐若拉的棲身處,10002000,219,,,,,,0
338,,0,0,0,0,,0,0,,0,0,,,,,,0
339,自由之都立佩拉,809,591,54,54,freios_339.png,1024,650,和平聯合協會和難民們一起聚集力量建造而成的偉大自由之都，普雷伊奧斯最大的自由貿易都市。,10002000,221,菇菇森林,梅林島,[副本]立佩拉市政府,,,2
340,魔石實驗室(副本),0,0,0,0,,0,0,設置在梅林島的阿卡修拉凡恩的研究所。凱米努茲誕生的地方。,0,0,,,,,,0
341,立佩拉市政府(副本),0,0,0,0,,0,0,管轄立佩拉行政的市政府,0,0,,,,,,0
342,梅林島,887,215,30,30,freios_342.png,1024,650,聽說連微弱的生命體也可以進化成強大的怪物天堂!,10002000,224,自由之都立佩拉,[副本] 魔石實驗室,亞奇城,黃金海岸,,2
343,惡魔的峽谷,0,0,0,0,,0,0,冷酷的惡魔，凱魯斯的隱身處,10002000,225,,,,,,0
344,惡魔之山,883,363,30,30,freios_344.png,1024,650,過去，曾經是高級精靈的一個分支藍色草木一族的領域。,10002000,226,艾爾亞諾勒山嶽地區,[副本] 惡魔的峽谷,[副本] 神秘的殿堂,,,2
345,神秘的殿堂,0,0,0,0,,0,0,藍色草木一族侍奉著賽蕾斯女神，互相交流並研究大自然的地方。,10002000,227,,,,,,0
346,收復軍臨時營地,223,780,54,54,freios_346.png,1024,650,為收復被魔族搶奪的神殿，神殿聖騎士和冒險家們聚集的地方,10002000,228,華納海姆,賽蕾斯的神殿路口,猶忒王國東部國境地帶,,,2
347,賽蕾斯的神殿路口,341,773,30,30,freios_347.png,1024,650,通往賽蕾斯神殿的路口,10002000,229,收復軍臨時營地,賽蕾斯的神殿內部,,,,2
348,賽蕾斯的神殿內部,432,750,30,30,freios_348.png,1024,650,星月草木的女神，侍奉賽蕾斯的他們聚集建造的神殿。主要戰力暫時離開崗位的期間，因為洛克斯軍團的奇襲而失火、倒塌。現在是被魔族軍團所掌控,10002000,230,賽蕾斯的神殿路口,[副本]神聖的教堂,,,,2
349,神聖的教堂(副本),0,0,0,0,,0,0,,0,0,,,,,,0
350,巧克力花園(副本),0,0,0,0,,0,0,,0,0,,,,,,0
351,小矮人飛空艇(副本),0,0,0,0,,0,0,,0,0,,,,,,0
352,扭曲的世界樹(副本),0,0,0,0,,0,0,,0,0,,,,,,0
353,亞奇城,913,105,30,30,freios_353.png,1024,650,手藝高超的小矮人王國,10002000,235,梅林島,[副本] 小矮人飛空艇,,,,2
354,猶忒王國首都,617,615,30,30,eastland_354.png,1024,650,因為墨斯王國軍的侵略而滿目瘡痍。,10002000,236,猶忒王國東部國境地帶,白煤峽谷,[副本] 太陽宮殿,[副本] 太陽神的地下祭壇,亞瑪倫沙漠,3
355,猶忒王國東部國境地帶,654,687,54,54,eastland_355.png,1024,650,為了驅趕侵略軍並找回失去的東西之希望都市!,10002000,237,猶忒王國首都,,,,,3
356,太陽宮殿(副本),0,0,0,0,,0,0,猶忒王國國王一家的住所。獻給太陽神的場所。,10002000,238,,,,,,0
357,太陽神的地下祭壇(副本),0,0,0,0,,0,0,為了祭奠太陽神而建造的祭壇。,10002000,239,,,,,,0
358,,0,0,0,0,,0,0,,0,0,,,,,,0
359,,0,0,0,0,,0,0,,0,0,,,,,,0
360,黃金海岸,759,95,30,30,freios_360.png,1024,650,有著未被記錄的文明痕跡之處。,10002000,241,梅林島,[副本] 黃金洞穴,,,,2
361,黃金洞穴(副本),0,0,0,0,,0,0,充滿未被記錄的文明寶物之處。,10002000,242,,,,,,0
362,日落森林(副本),0,0,0,0,,0,0,日落的森林。,10002000,243,,,,,,0
363,,0,0,0,0,,0,0,,0,0,,,,,,0
364,,0,0,0,0,,0,0,,0,0,,,,,,0
365,,0,0,0,0,,0,0,,0,0,,,,,,0
366,,0,0,0,0,,0,0,,0,0,,,,,,0
367,,0,0,0,0,,0,0,,0,0,,,,,,0
368,魯曼,581,457,54,54,eastland_368.png,1024,650,守護東方大陸的正義之希望都市!,10002000,246,白煤峽谷,修練森林,回憶的貝羅斯,,,3
369,寶石樹森林(副本),0,0,0,0,,0,0,,10002000,247,,,,,,0
370,白煤峽谷,513,530,30,30,eastland_370.png,1024,650,長滿尖銳的冰冷白色礦物，雖然危險卻也讓人感到神秘的地區。,10002000,248,魯曼,猶忒王國首都,[副本] 瀑布樹森林,[副本] 寶石樹森林,吉斯克領地,3
371,瀑布樹森林(副本),0,0,0,0,,0,0,,10002000,249,,,,,,0
372,春植島紀念館(副本),0,0,0,0,,0,0,,10002000,251,,,,,,0
373,玩偶小徑,0,0,0,0,jiendia_373.png,1024,650,,10002000,252,,,,,,0
374,冰淇淋庭院(副本),0,0,0,0,,0,0,,10002000,253,,,,,,0
375,春植島大廳,897,68,54,54,jiendia_375.png,1024,650,彩虹島最棒的主題樂園,10002000,44,餅乾花園,春植領主館,玩偶小徑,[副本] 春植島紀念館,[副本] 影子之書,1
376,,0,0,0,0,,0,0,,0,0,,,,,,0
377,,0,0,0,0,,0,0,,0,0,,,,,,0
378,,0,0,0,0,,0,0,,0,0,,,,,,0
379,,0,0,0,0,,0,0,,0,0,,,,,,0
380,修練森林,692,497,30,30,eastland_380.png,1024,650,魯曼聯盟中級戰士們為了增進實力而進行修練的場所,10002001,2,魯曼聯盟本部,[副本] 浮游島,[副本] 幻影毒霧沼澤,,,3
381,珊瑚之城,505,717,30,30,jiendia_381.png,1024,650,在透徹大海中受到女神庇護的美麗城市,10002001,3,人魚的房間,[副本] 珊瑚之歌,[副本] 閃亮深淵,,,1
382,,0,0,0,0,,0,0,,0,0,,,,,,0
383,,0,0,0,0,,0,0,,0,0,,,,,,0
384,冰封的世界(副本),0,0,0,0,,0,0,,10002001,6,,,,,,0
385,記憶的貝羅斯,638,389,30,30,eastland_385.png,1024,650,存在於內心世界的愛麗絲故鄉,10002001,7,魯曼聯盟本部,燃燒的城市,,,,3
386,燃燒的都市,732,363,30,30,eastland_386.png,1024,650,迎來慘痛結局的燃燒的都市,10002001,8,記憶的貝羅斯,[副本] 混沌峽谷,[副本] 冰封的世界,,,3
387,混沌峽谷(副本),0,0,0,0,,0,0,,10002001,9,,,,,,0
388,亞瑪倫沙漠,529,647,30,30,eastland_388.png,1024,650,雖然曾經貧瘠，卻因異常現象而變美麗的神秘沙漠。,10002001,10,猶忒王國首都,[副本] 拉的城堡,[副本] 安息之地,地下都市塔爾達洛斯,,3
389,,0,0,0,0,,0,0,,0,0,,,,,,0
390,,0,0,0,0,,0,0,,0,0,,,,,,0
391,,0,0,0,0,,0,0,,0,0,,,,,,0
392,,0,0,0,0,,0,0,,0,0,,,,,,0
393,,0,0,0,0,,0,0,,0,0,,,,,,0
394,,0,0,0,0,,0,0,,0,0,,,,,,0
395,,0,0,0,0,,0,0,,0,0,,,,,,0
396,,0,0,0,0,,0,0,,0,0,,,,,,0
397,,0,0,0,0,,0,0,,0,0,,,,,,0
398,,0,0,0,0,,0,0,,0,0,,,,,,0
399,,0,0,0,0,,0,0,,0,0,,,,,,0
400,,0,0,0,0,,0,0,,0,0,,,,,,0
401,,0,0,0,0,,0,0,,0,0,,,,,,0
402,塔爾達洛斯,438,661,54,54,eastland_402.png,1024,650,憑藉超人煞尼克的執著所建造的地下都市。,10002001,13,亞瑪倫沙漠,地下都市工地,[副本] 超人紀念館,亞德利卡,,3
403,,0,0,0,0,,0,0,,0,0,,,,,,0
404,,0,0,0,0,,0,0,,0,0,,,,,,0
405,地下都市工地,506,739,30,30,eastland_405.png,1024,650,為了擴張塔爾達洛斯，正在施工的場所。,10002001,14,地下都市塔爾達洛斯,[副本] 地獄房間,,,,3
406,,0,0,0,0,,0,0,,0,0,,,,,,0
407,,0,0,0,0,,0,0,,0,0,,,,,,0
408,,0,0,0,0,,0,0,,0,0,,,,,,0
409,,0,0,0,0,,0,0,,0,0,,,,,,0
410,,0,0,0,0,,0,0,,0,0,,,,,,0
411,,0,0,0,0,,0,0,,0,0,,,,,,0
412,怪物樹山林,607,838,30,30,freios_412.png,1024,1024,傳聞中住有兇惡怪物的山林。,10002001,18,彼翠樹林,[副本] 怪物樹山谷,,,,2
413,,0,0,0,0,,0,0,,0,0,,,,,,0
414,,0,0,0,0,,0,0,,0,0,,,,,,0
415,,0,0,0,0,,0,0,,0,0,,,,,,0
416,,0,0,0,0,,0,0,,0,0,,,,,,0
417,,0,0,0,0,,0,0,,0,0,,,,,,0
418,,0,0,0,0,,0,0,,0,0,,,,,,0
419,恪爾立,312,610,54,34,eastland_419.png,1024,650,少數民族 '恪爾立'族的村莊。 只有特別的人能夠進出。,10002001,24,亞德利卡,,,,,3
420,亞德利卡,357,694,30,30,eastland_420.png,1024,650,龍王阿德奇納統治的特別之地。又被成為幻影大地。,10002001,25,地下都市塔爾達洛斯,恪爾立,福波斯,[副本] 龍峽谷,[副本] 神之樹拉法爾,3
421,,0,0,0,0,,0,0,,0,0,,,,,,0
422,,0,0,0,0,,0,0,,0,0,,,,,,0
423,,0,0,0,0,,0,0,,0,0,,,,,,0
424,,0,0,0,0,,0,0,,0,0,,,,,,0
425,,0,0,0,0,,0,0,,0,0,,,,,,0
426,,0,0,0,0,,0,0,,0,0,,,,,,0
427,,0,0,0,0,,0,0,,0,0,,,,,,0
428,,0,0,0,0,,0,0,,0,0,,,,,,0
429,,0,0,0,0,,0,0,,0,0,,,,,,0
430,,0,0,0,0,,0,0,,0,0,,,,,,0
431,,0,0,0,0,,0,0,,0,0,,,,,,0
432,,0,0,0,0,,0,0,,0,0,,,,,,0
433,傑芮尼斯山丘,529,70,30,30,freios_433.png,1024,650,有著有名魔法學院的高聳山丘。,10002001,28,天空海,[副本] 魔法學院本館,[副本] 魔法修練館,,,2
434,,0,0,0,0,,0,0,,0,0,,,,,,0
435,,0,0,0,0,,0,0,,0,0,,,,,,0
436,,0,0,0,0,,0,0,,0,0,,,,,,0
437,,0,0,0,0,,0,0,,0,0,,,,,,0
438,,0,0,0,0,,0,0,,0,0,,,,,,0
439,,0,0,0,0,,0,0,,0,0,,,,,,0
440,,0,0,0,0,,0,0,,0,0,,,,,,0
441,,0,0,0,0,,0,0,,0,0,,,,,,0
442,墨羅斯,800,550,30,30,eastland_442.png,1024,650,墨斯王國最後的領土，蘊含著過去與現在痛苦的戰場。,10002001,32,天空海,[副本] 魔力防空洞,[副本] 夢境奧涅伊洛,,,3
443,,0,0,0,0,,0,0,,0,0,,,,,,0
444,,0,0,0,0,,0,0,,0,0,,,,,,0
445,,0,0,0,0,,0,0,,0,0,,,,,,0
446,,0,0,0,0,,0,0,,0,0,,,,,,0
447,,0,0,0,0,,0,0,,0,0,,,,,,0
448,,0,0,0,0,,0,0,,0,0,,,,,,0
449,,0,0,0,0,,0,0,,0,0,,,,,,0
450,,0,0,0,0,,0,0,,0,0,,,,,,0
451,,0,0,0,0,,0,0,,0,0,,,,,,0
452,吉斯克領地,408,511,30,30,eastland_452.png,1024,650,數百年前因戴伊墨斯教團的襲擊而成為廢墟後，出入受到管制的某個貴族領地。,10002001,38,白煤峽谷,[副本] 虛無之星,[副本] 忘卻湖畔,,,3
453,,0,0,0,0,,0,0,,0,0,,,,,,0
454,,0,0,0,0,,0,0,,0,0,,,,,,0
455,,0,0,0,0,,0,0,,0,0,,,,,,0
456,,0,0,0,0,,0,0,,0,0,,,,,,0
457,,0,0,0,0,,0,0,,0,0,,,,,,0
458,,0,0,0,0,,0,0,,0,0,,,,,,0
459,瑪爾斯,238,428,54,54,eastland_459.png,1024,650,建立於荒涼之地的頑強城市。,10002001,40,福波斯,底波拉雪原,,,,3
460,,0,0,0,0,,0,0,,0,0,,,,,,0
461,,0,0,0,0,,0,0,,0,0,,,,,,0
462,福波斯,221,544,30,30,eastland_462.png,1024,600,因暗黑戰爭受汙染後好不容易才存活下來的土地。被以某種存在的名稱稱呼。,10002001,43,瑪爾斯,亞德利卡,[副本] 幻之搖籃,[副本] 玫瑰園,,3
463,,0,0,0,0,,0,0,,0,0,,,,,,0
464,,0,0,0,0,,0,0,,0,0,,,,,,0
465,,0,0,0,0,,0,0,,0,0,,,,,,0
466,,0,0,0,0,,0,0,,0,0,,,,,,0
467,,0,0,0,0,,0,0,,0,0,,,,,,0
468,,0,0,0,0,,0,0,,0,0,,,,,,0
469,,0,0,0,0,,0,0,,0,0,,,,,,0
470,,0,0,0,0,,0,0,,0,0,,,,,,0
471,聖域艾多斯,142,172,30,30,freios_471.png,1024,650,聖騎士的故鄉和神之手停留的神聖之地,10002001,50,無限迴廊,[副本] 希萊,[副本] 誓約的聖地,,,2
472,,0,0,0,0,,0,0,,0,0,,,,,,0
473,,0,0,0,0,,0,0,,0,0,,,,,,0
474,,0,0,0,0,,0,0,,0,0,,,,,,0
475,,0,0,0,0,,0,0,,0,0,,,,,,0
476,,0,0,0,0,,0,0,,0,0,,,,,,0
477,,0,0,0,0,,0,0,,0,0,,,,,,0
478,,0,0,0,0,,0,0,,0,0,,,,,,0
479,,0,0,0,0,,0,0,,0,0,,,,,,0
480,,0,0,0,0,,0,0,,0,0,,,,,,0
481,,0,0,0,0,,0,0,,0,0,,,,,,0
482,,0,0,0,0,,0,0,,0,0,,,,,,0
483,,0,0,0,0,,0,0,,0,0,,,,,,0
484,,0,0,0,0,,0,0,,0,0,,,,,,0
485,,0,0,0,0,,0,0,,0,0,,,,,,0
486,,0,0,0,0,,0,0,,0,0,,,,,,0
487,,0,0,0,0,,0,0,,0,0,,,,,,0
488,,0,0,0,0,,0,0,,0,0,,,,,,0
489,,0,0,0,0,,0,0,,0,0,,,,,,0
490,底波拉雪原,330,204,30,30,eastland_490.png,1024,650,能看到佈滿冰山的冰海和雪花樹的神祕雪原,10002001,60,瑪爾斯,[副本]回音之泉,格爾答,,,3
491,,0,0,0,0,,0,0,,0,0,,,,,,0
492,,0,0,0,0,,0,0,,0,0,,,,,,0
493,格爾答,447,173,54,54,eastland_493.png,1024,650,在底波拉雪原中心長久以來遵循傳統的雪都,10002001,63,底波拉雪原,[副本]冰柱監獄,,,,3
494,,0,0,0,0,,0,0,,0,0,,,,,,0
495,,0,0,0,0,,0,0,,0,0,,,,,,0
